ARRASTO,LOCAL,ESPECIE,N° DE INDIVIDUOS,CT (cm),PESO (g),PONTO
1,Náutico,Hae. corv,33.0,6.9,4.37,1
1,Náutico,Hae. corv,34.0,6.7,3.97,1
1,Náutico,Hae. corv,35.0,7.7,5.74,1
1,Náutico,Hae. corv,36.0,7.2,4.92,1
1,Náutico,Hae. corv,37.0,7.9,6.08,1
1,Náutico,Hae. corv,38.0,7.8,5.57,1
1,Náutico,Hae. corv,39.0,7.4,5.17,1
1,Náutico,Hae. corv,40.0,6.0,2.61,1
1,Náutico,Hae. corv,41.0,7.0,3.78,1
1,Náutico,Hae. corv,42.0,9.8,12.28,1
1,Náutico,Hae. corv,43.0,6.3,3.05,1
1,Náutico,Hae. corv,44.0,6.8,3.84,1
1,Náutico,Hae. corv,45.0,6.3,2.89,1
1,Náutico,Hae. corv,46.0,5.9,2.4,1
1,Náutico,Hae. corv,47.0,7.6,6.68,1
1,Náutico,Hae. corv,48.0,6.9,4.2,1
1,Náutico,Hae. corv,49.0,7.0,4.7,1
1,Náutico,Hae. corv,50.0,7.5,5.25,1
1,Náutico,Hae. corv,51.0,12.5,14.53,1
1,Náutico,Hae. corv,52.0,11.8,11.39,1
1,Náutico,Hae. corv,53.0,11.1,16.71,1
1,Náutico,Hae. corv,54.0,7.0,4.02,1
1,Náutico,Hae. corv,55.0,6.5,3.29,1
1,Náutico,Hae. corv,56.0,7.3,4.09,1
1,Náutico,Hae. corv,57.0,7.0,3.64,1
1,Náutico,Hae. corv,58.0,7.2,4.18,1
1,Náutico,Hae. corv,59.0,7.4,4.86,1
1,Náutico,Hae. corv,60.0,6.6,2.88,1
1,Náutico,Hae. corv,61.0,7.2,4.07,1
1,Náutico,Hae. corv,62.0,8.7,7.38,1
1,Náutico,Hae. corv,63.0,7.2,3.99,1
1,Náutico,Hae. corv,64.0,7.3,4.4,1
1,Náutico,Hae. corv,65.0,8.4,6.56,1
1,Náutico,Hae. corv,66.0,8.2,5.86,1
1,Náutico,Hae. corv,67.0,7.3,4.18,1
1,Náutico,Hae. corv,68.0,7.0,4.01,1
1,Náutico,Hae. corv,69.0,8.4,7.12,1
1,Náutico,Hae. corv,70.0,9.3,10.38,1
1,Náutico,Hae. corv,71.0,7.5,4.77,1
1,Náutico,Hae. corv,72.0,7.5,5.1,1
1,Náutico,Hae. corv,73.0,8.0,5.72,1
1,Náutico,Hae. corv,74.0,7.5,4.96,1
1,Náutico,Hae. corv,75.0,9.7,11.07,1
1,Náutico,Hae. corv,76.0,8.3,6.05,1
1,Náutico,Hae. corv,77.0,7.6,4.8,1
1,Náutico,Hae. corv,78.0,7.2,4.31,1
1,Náutico,Hae. corv,79.0,7.7,5.89,1
1,Náutico,Hae. corv,80.0,6.6,3.7,1
1,Náutico,Hae. corv,81.0,7.6,5.44,1
1,Náutico,Hae. corv,82.0,6.8,4.01,1
1,Náutico,Hae. corv,83.0,8.1,7.31,1
1,Náutico,Hae. corv,84.0,7.5,4.09,1
1,Náutico,Hae. corv,85.0,8.1,6.55,1
1,Náutico,Hae. corv,86.0,7.7,5.81,1
1,Náutico,Hae. corv,87.0,7.5,4.6,1
1,Náutico,Hae. corv,88.0,6.7,3.41,1
1,Náutico,Hae. corv,89.0,7.7,5.61,1
1,Náutico,Hae. corv,90.0,7.2,4.54,1
1,Náutico,Hae. corv,91.0,8.8,6.5,1
1,Náutico,Hae. corv,92.0,7.7,4.86,1
1,Náutico,Hae. corv,93.0,5.9,2.41,1
1,Náutico,Hae. corv,94.0,7.8,5.71,1
1,Náutico,Hae. corv,95.0,5.8,2.12,1
1,Náutico,Hae. corv,96.0,5.8,2.5,1
1,Náutico,Hae. corv,97.0,7.5,5.25,1
1,Náutico,Hae. corv,98.0,7.2,4.66,1
1,Náutico,Hae. corv,99.0,6.8,4.15,1
1,Náutico,Hae. corv,100.0,7.2,4.85,1
1,Náutico,Hae. corv,101.0,7.6,5.63,1
1,Náutico,Hae. corv,102.0,6.6,3.94,1
1,Náutico,Hae. corv,103.0,7.6,5.97,1
1,Náutico,Hae. corv,104.0,8.5,7.38,1
1,Náutico,Hae. corv,105.0,8.3,7.03,1
1,Náutico,Hae. corv,106.0,7.5,5.37,1
1,Náutico,Hae. corv,107.0,6.2,3.16,1
1,Náutico,Hae. corv,108.0,7.9,6.51,1
1,Náutico,Hae. corv,109.0,7.3,5.56,1
1,Náutico,Hae. corv,110.0,6.4,4.01,1
1,Náutico,Hae. corv,111.0,6.4,3.34,1
1,Náutico,Hae. corv,112.0,8.1,6.47,1
1,Náutico,Hae. corv,113.0,6.9,3.86,1
1,Náutico,Hae. corv,114.0,6.6,3.32,1
1,Náutico,Hae. corv,115.0,7.2,4.54,1
1,Náutico,Cet.ede,1.0,12.0,13.45,1
1,Náutico,Cet.ede,2.0,12.2,15.33,1
1,Náutico,Cet.ede,3.0,11.5,13.17,1
1,Náutico,Cet.ede,4.0,11.9,13.72,1
1,Náutico,Cet.ede,5.0,11.7,13.89,1
1,Náutico,Cet.ede,6.0,11.7,11.22,1
1,Náutico,Cet.ede,7.0,12.0,14.17,1
1,Náutico,Cet.ede,8.0,11.5,11.34,1
1,Náutico,Cet.ede,9.0,12.3,13.2,1
1,Náutico,Cet.ede,10.0,12.5,15.5,1
1,Náutico,Cet.ede,11.0,12.2,12.3,1
1,Náutico,Cet.ede,12.0,12.2,13.85,1
1,Náutico,Cet.ede,13.0,11.9,14.05,1
1,Náutico,Cet.ede,14.0,12.2,14.99,1
1,Náutico,Cet.ede,15.0,12.0,14.28,1
1,Náutico,Cet.ede,16.0,9.4,6.05,1
1,Náutico,Cet.ede,17.0,12.5,14.53,1
1,Náutico,Cet.ede,18.0,11.8,11.39,1
1,Náutico,Lar.bre,1.0,15.5,48.75,1
1,Náutico,Lar.bre,2.0,12.5,24.06,1
1,Náutico,Lar.bre,3.0,12.1,21.1,1
1,Náutico,Lar.bre,4.0,10.4,11.75,1
1,Náutico,Lar.bre,5.0,8.9,7.32,1
1,Náutico,Lar.bre,6.0,9.0,7.13,1
1,Náutico,Lar.bre,7.0,10.0,10.22,1
1,Náutico,Lar.bre,8.0,10.0,10.18,1
1,Náutico,Lar.bre,9.0,8.2,6.35,1
1,Náutico,Lar.bre,10.0,8.6,6.22,1
1,Náutico,Lar.bre,11.0,10.5,11.94,1
1,Náutico,Lar.bre,12.0,7.9,3.59,1
1,Náutico,Lar.bre,13.0,8.0,4.87,1
1,Náutico,Lar.bre,14.0,10.2,10.33,1
1,Náutico,Lar.bre,15.0,11.1,14.03,1
1,Náutico,Lar.bre,16.0,9.5,8.0,1
1,Náutico,Lar.bre,17.0,9.5,8.16,1
1,Náutico,Lar.bre,18.0,9.8,8.88,1
1,Náutico,Lar.bre,19.0,8.0,4.28,1
1,Náutico,Lar.bre,20.0,11.5,15.36,1
1,Náutico,Lar.bre,21.0,8.9,5.75,1
1,Náutico,Lar.bre,22.0,9.0,6.74,1
1,Náutico,Lar.bre,23.0,12.2,16.68,1
1,Náutico,Lar.bre,24.0,9.1,6.73,1
1,Náutico,Lar.bre,25.0,15.1,41.33,1
1,Náutico,Lar.bre,26.0,11.8,17.08,1
1,Náutico,Ach.dec,1.0,11.3,28.27,1
1,Náutico,Ach.dec,2.0,11.0,25.05,1
1,Náutico,Aca.coe,1.0,7.5,7.46,1
1,Náutico,Sym.pla,1.0,13.4,17.64,1
1,Náutico,Sym.pla,2.0,11.9,17.79,1
1,Náutico,Sel.bro,1.0,8.5,6.93,1
1,Náutico,Sel.bro,2.0,6.5,3.52,1
1,Náutico,Sel.bro,3.0,8.2,6.01,1
1,Náutico,Sel.bro,4.0,10.0,10.55,1
1,Náutico,Chl.chr,1.0,10.2,9.04,1
1,Náutico,Chl.chr,2.0,8.7,5.96,1
1,Náutico,Chl.chr,3.0,8.6,5.42,1
1,Náutico,Chl.chr,4.0,9.4,7.17,1
1,Náutico,Chl.chr,5.0,9.0,6.21,1
1,Náutico,Chl.chr,6.0,13.5,17.51,1
1,Náutico,Chl.chr,7.0,9.6,7.12,1
1,Náutico,Chl.chr,8.0,9.7,7.36,1
1,Náutico,Chl.chr,9.0,10.5,9.8,1
1,Náutico,Con. nob,1.0,6.1,2.56,1
1,Náutico,Con. nob,2.0,5.0,1.32,1
1,Náutico,Con. nob,3.0,4.9,1.17,1
1,Náutico,Con. nob,4.0,5.8,2.47,1
1,Náutico,Pel.har,1.0,9.5,7.29,1
1,Náutico,Pel.har,2.0,2020-03-11 00:00:00,12.4,1
1,Náutico,Pel.har,3.0,10.7,11.21,1
1,Náutico,Pel.har,4.0,9.7,8.43,1
1,Náutico,Pel.har,5.0,9.1,6.91,1
1,Náutico,Pol.vir,1.0,7.1,2.73,1
1,Náutico,Ste.ste,1.0,7.9,4.58,1
1,Náutico,Ste.ste,2.0,14.2,38.85,1
1,Náutico,Ste.ste,3.0,7.5,3.72,1
1,Náutico,Ste.ste,4.0,7.8,4.93,1
1,Náutico,Dia.rho,1.0,11.0,18.47,1
1,Náutico,Sym.tes,1.0,12.5,15.53,1
1,Náutico,Sph.tes,1.0,20.5,184.44,1
1,Náutico,Gen.pla,1.0,14.4,22.81,1
1,Náutico,Bag.mar,1.0,19.5,53.11,1
1,Náutico,Bag.mar,2.0,19.0,56.04,1
1,Náutico,Bag.mar,3.0,16.0,32.05,1
1,Náutico,Bag.mar,4.0,14.8,21.27,1
1,Náutico,Bag.mar,5.0,15.6,30.17,1
1,Náutico,Not.gra,1.0,10.0,6.72,1
1,Náutico,Euc.arg,1.0,13.0,22.37,1
1,Náutico,Euc.arg,2.0,11.4,14.78,1
2,Náutico,Hae.plu,1.0,17.8,84.85,2
2,Náutico,Hae.plu,2.0,12.8,28.85,2
2,Náutico,Aca.chi,1.0,10.6,22.61,2
2,Náutico,Ani.mor,1.0,9.1,12.3,2
2,Náutico,Ani.mor,2.0,10.5,22.84,2
2,Náutico,Sel.vom,1.0,5.3,1.99,2
2,Náutico,Sel.bro,1.0,6.2,2.97,2
2,Náutico,Pel.har,1.0,12.9,14.01,2
2,Náutico,Pel.har,2.0,12.0,13.74,2
2,Náutico,Pel.har,3.0,9.4,7.7,2
2,Náutico,Con.nob,1.0,7.5,4.83,2
2,Náutico,Con.nob,2.0,8.6,8.25,2
2,Náutico,Con.nob,3.0,6.6,3.65,2
2,Náutico,Con.nob,4.0,7.6,5.79,2
2,Náutico,Con.nob,5.0,7.5,5.84,2
2,Náutico,Con.nob,6.0,5.1,1.69,2
2,Náutico,Ani.virg,1.0,12.7,33.17,2
2,Náutico,Ani.virg,2.0,10.9,22.91,2
2,Náutico,Ani.virg,3.0,13.7,43.05,2
2,Náutico,Lyc.lim,1.0,13.9,20.97,2
2,Náutico,Hae.aur,1.0,8.6,4.46,2
2,Náutico,Hae.aur,2.0,11.2,16.76,2
2,Náutico,Hae.aur,3.0,11.1,13.39,2
2,Náutico,Cet.ede,1.0,9.5,8.72,2
2,Náutico,Cet.ede,2.0,9.5,7.02,2
2,Náutico,Cet.ede,3.0,9.5,7.74,2
2,Náutico,Cet.ede,4.0,9.1,7.16,2
2,Náutico,Cet.ede,5.0,9.5,7.28,2
2,Náutico,Cet.ede,6.0,10.1,9.17,2
2,Náutico,Cet.ede,7.0,9.7,8.52,2
2,Náutico,Cet.ede,8.0,10.1,8.89,2
2,Náutico,Cet.ede,9.0,9.1,7.73,2
2,Náutico,Cet.ede,10.0,9.6,7.88,2
2,Náutico,Cet.ede,11.0,10.4,9.95,2
2,Náutico,Cet.ede,12.0,10.2,11.55,2
2,Náutico,Cet.ede,13.0,10.1,10.89,2
2,Náutico,Cet.ede,14.0,9.5,9.96,2
2,Náutico,Cet.ede,15.0,9.6,7.96,2
2,Náutico,Cet.ede,16.0,9.6,7.67,2
2,Náutico,Cet.ede,17.0,10.1,9.54,2
2,Náutico,Cet.ede,18.0,8.7,9.28,2
2,Náutico,Cet.ede,19.0,9.5,8.57,2
2,Náutico,Cet.ede,20.0,9.5,7.55,2
2,Náutico,Cet.ede,21.0,10.0,8.56,2
2,Náutico,Cet.ede,22.0,8.9,7.0,2
2,Náutico,Cet.ede,23.0,10.0,9.17,2
2,Náutico,Cet.ede,24.0,12.0,15.49,2
2,Náutico,Cet.ede,25.0,9.4,7.56,2
2,Náutico,Opi.ogl,1.0,7.3,2.87,2
2,Náutico,Opi.ogl,2.0,7.3,3.27,2
2,Náutico,Sph.gre,1.0,10.9,32.62,2
2,Náutico,Sph.tes,1.0,8.7,11.03,2
2,Náutico,Pol.vir,1.0,15.6,35.63,2
2,Náutico,Lar.bre,1.0,15.5,45.7,2
2,Náutico,Lar.bre,2.0,14.5,33.64,2
2,Náutico,Lar.bre,3.0,12.7,22.87,2
2,Náutico,Lar.bre,4.0,10.6,13.17,2
2,Náutico,Lar.bre,5.0,14.6,37.58,2
2,Náutico,Lar.bre,6.0,16.5,56.54,2
2,Náutico,Lar.bre,7.0,13.4,24.17,2
2,Náutico,Lar.bre,8.0,11.8,18.31,2
2,Náutico,Lar.bre,9.0,10.1,9.89,2
2,Náutico,Lar.bre,10.0,11.9,17.86,2
2,Náutico,Lar.bre,11.0,12.4,20.55,2
2,Náutico,Lar.bre,12.0,13.7,29.59,2
2,Náutico,Lar.bre,13.0,11.4,15.58,2
2,Náutico,Lar.bre,14.0,8.4,5.7,2
2,Náutico,Lar.bre,15.0,14.6,35.64,2
2,Náutico,Lar.bre,16.0,15.9,42.92,2
2,Náutico,Lar.bre,17.0,16.5,54.25,2
2,Náutico,Lar.bre,18.0,11.2,13.68,2
2,Náutico,Lar.bre,19.0,9.6,9.62,2
2,Náutico,Lar.bre,20.0,10.9,15.16,2
2,Náutico,Lar.bre,21.0,11.4,16.28,2
2,Náutico,Lar.bre,22.0,9.0,7.23,2
2,Náutico,Lar.bre,23.0,11.2,13.91,2
2,Náutico,Lar.bre,24.0,15.3,42.32,2
2,Náutico,Lar.bre,25.0,12.3,20.81,2
2,Náutico,Lar.bre,26.0,7.5,9.08,2
2,Náutico,Hae.cor,1.0,7.5,4.73,2
2,Náutico,Hae.cor,2.0,8.5,7.93,2
2,Náutico,Hae.cor,3.0,7,4.38,2
2,Náutico,Hae.cor,4.0,-,3.49,2
2,Náutico,Hae.cor,5.0,14.4,41.43,2
2,Náutico,Hae.cor,6.0,7.2,4.47,2
2,Náutico,Hae.cor,7.0,7,4.39,2
2,Náutico,Hae.cor,8.0,11.3,20.4,2
2,Náutico,Hae.cor,9.0,7.9,6.03,2
2,Náutico,Hae.cor,10.0,8.6,8.85,2
2,Náutico,Hae.cor,11.0,9.2,10.28,2
2,Náutico,Hae.cor,12.0,6.3,3.41,2
2,Náutico,Hae.cor,13.0,6,2.71,2
2,Náutico,Hae.cor,14.0,7.7,5.94,2
2,Náutico,Hae.cor,15.0,5.9,2.69,2
2,Náutico,Hae.cor,16.0,7.1,4.26,2
2,Náutico,Hae.cor,17.0,6.2,2.96,2
2,Náutico,Hae.cor,18.0,11.1,17.92,2
2,Náutico,Hae.cor,19.0,6.9,3.78,2
2,Náutico,Hae.cor,20.0,7.1,4.72,2
2,Náutico,Hae.cor,21.0,9.9,12.66,2
2,Náutico,Hae.cor,22.0,6.1,2.71,2
2,Náutico,Hae.cor,23.0,6.5,2.85,2
2,Náutico,Hae.cor,24.0,6.7,3.87,2
2,Náutico,Hae.cor,25.0,5.6,2.02,2
2,Náutico,Hae.cor,26.0,6.7,4.13,2
2,Náutico,Hae.cor,27.0,6.5,2.91,2
2,Náutico,Hae.cor,28.0,8,6.68,2
2,Náutico,Hae.cor,29.0,6.5,2.6,2
2,Náutico,Hae.cor,30.0,6.9,3.84,2
2,Náutico,Hae.cor,31.0,9,8.75,2
2,Náutico,Hae.cor,32.0,6.5,3.95,2
2,Náutico,Hae.cor,33.0,6.6,3.18,2
2,Náutico,Hae.cor,34.0,5.9,2.5,2
2,Náutico,Hae.cor,35.0,7.5,5.06,2
2,Náutico,Hae.cor,36.0,6.6,3.65,2
2,Náutico,Hae.cor,37.0,7.4,4.64,2
2,Náutico,Hae.cor,38.0,6.3,3.17,2
2,Náutico,Hae.cor,39.0,5.9,2.5,2
2,Náutico,Hae.cor,40.0,6.6,3.58,2
2,Náutico,Hae.cor,41.0,6.4,3.26,2
2,Náutico,Hae.cor,42.0,6.2,3.41,2
2,Náutico,Hae.cor,43.0,7.4,6.11,2
2,Náutico,Hae.cor,44.0,5.9,2.75,2
2,Náutico,Hae.cor,45.0,6.9,4.08,2
2,Náutico,Hae.cor,46.0,7,5.3,2
2,Náutico,Hae.cor,47.0,6.8,4.77,2
2,Náutico,Hae.cor,48.0,6.6,3.91,2
2,Náutico,Hae.cor,49.0,6.7,4.46,2
2,Náutico,Hae.cor,50.0,7.6,5.91,2
2,Náutico,Hae.cor,51.0,5.8,2.58,2
2,Náutico,Hae.cor,52.0,6.9,4.58,2
2,Náutico,Hae.cor,53.0,6.4,3.95,2
2,Náutico,Hae.cor,54.0,6.1,3.39,2
2,Náutico,Hae.cor,55.0,5.8,2.7,2
2,Náutico,Hae.cor,56.0,6.5,3.72,2
2,Náutico,Hae.cor,57.0,7.6,2.28,2
2,Náutico,Hae.cor,58.0,6,2.93,2
2,Náutico,Hae.cor,59.0,8.6,8.16,2
2,Náutico,Hae.cor,60.0,7.6,5.95,2
2,Náutico,Hae.cor,61.0,7.1,5.74,2
2,Náutico,Hae.cor,62.0,9.1,8.84,2
2,Náutico,Hae.cor,63.0,7.1,5.02,2
2,Náutico,Hae.cor,64.0,7.5,5.38,2
2,Náutico,Hae.cor,65.0,6.5,3.54,2
2,Náutico,Hae.cor,66.0,6.3,3.08,2
2,Náutico,Hae.cor,67.0,6.8,3.72,2
2,Náutico,Hae.cor,68.0,5.8,2.7,2
2,Náutico,Hae.cor,69.0,6.5,3.49,2
2,Náutico,Hae.cor,70.0,6.4,3.46,2
2,Náutico,Hae.cor,71.0,6.5,3.74,2
2,Náutico,Hae.cor,72.0,5.8,2.89,2
2,Náutico,Hae.cor,73.0,6.1,3.3,2
2,Náutico,Hae.cor,74.0,7,4.7,2
2,Náutico,Hae.cor,75.0,6.4,3.91,2
2,Náutico,Hae.cor,76.0,6.6,4.28,2
2,Náutico,Hae.cor,77.0,6.4,3.97,2
2,Náutico,Hae.cor,78.0,6.5,4.2,2
2,Náutico,Hae.cor,79.0,6.3,3.27,2
2,Náutico,Hae.cor,80.0,5.9,2.47,2
2,Náutico,Hae.cor,81.0,8.5,7.91,2
