ARRASTO,LOCAL,ESPECIE,N° DE INDIVIDUOS,CT (cm),PESO (g),PONTO
P4,TERRA,Pte. ath,39.0,9.0,4.7,4
P4,TERRA,Pte. ath,40.0,7.5,2.08,4
P4,TERRA,Pte. ath,41.0,7.5,2.42,4
P4,TERRA,Pte. ath,42.0,10.4,6.91,4
P4,TERRA,Pte. ath,43.0,8.0,2.78,4
P4,TERRA,Pte. ath,44.0,8.2,3.31,4
P4,TERRA,Pte. ath,45.0,7.9,2.76,4
P4,TERRA,Pte. ath,46.0,8.44,3.2,4
P4,TERRA,Pte. ath,47.0,9.0,4.58,4
P4,TERRA,Pte. ath,48.0,7.5,2.65,4
P4,TERRA,Pte. ath,49.0,10.0,5.28,4
P4,TERRA,Pte. ath,50.0,8.8,3.85,4
P4,TERRA,Opi. ogl,1.0,8.0,4.46,4
P4,TERRA,Opi. ogl,2.0,7.5,3.71,4
P4,TERRA,Opi. ogl,3.0,7.7,3.26,4
P4,TERRA,Opi. ogl,4.0,8.4,4.54,4
P4,TERRA,Opi. ogl,5.0,8.1,4.2,4
P4,TERRA,Opi. ogl,6.0,8.0,7.9,4
P4,TERRA,Opi. ogl,7.0,8.0,4.34,4
P4,TERRA,Opi. ogl,8.0,7.9,4.2,4
P4,TERRA,Opi. ogl,9.0,8.8,5.32,4
P4,TERRA,Opi. ogl,10.0,7.6,4.37,4
P4,TERRA,Opi. ogl,11.0,7.7,3.86,4
P4,TERRA,Opi. ogl,12.0,8.4,4.44,4
P4,TERRA,Opi. ogl,13.0,8.0,4.25,4
P4,TERRA,Opi. ogl,14.0,7.4,3.57,4
P4,TERRA,Opi. ogl,15.0,8.5,5.77,4
P4,TERRA,Opi. ogl,16.0,7.0,2.84,4
P4,TERRA,Opi. ogl,17.0,8.4,4.99,4
P4,TERRA,Opi. ogl,18.0,8.9,5.13,4
P4,TERRA,Opi. ogl,19.0,8.0,4.19,4
P4,TERRA,Opi. ogl,20.0,8.2,4.21,4
P4,TERRA,Opi. ogl,21.0,8.0,3.57,4
P4,TERRA,Opi. ogl,22.0,8.0,4.2,4
P4,TERRA,Opi. ogl,23.0,8.6,5.05,4
P4,TERRA,Opi. ogl,24.0,7.7,3.57,4
P4,TERRA,Opi. ogl,25.0,7.1,3.07,4
P4,TERRA,Opi. ogl,26.0,7.5,3.26,4
P4,TERRA,Opi. ogl,27.0,8.7,4.76,4
P4,TERRA,Opi. ogl,28.0,10.0,8.54,4
P4,TERRA,Opi. ogl,29.0,8.2,5.32,4
P4,TERRA,Opi. ogl,30.0,8.2,6.61,4
P4,TERRA,Opi. ogl,31.0,8.1,4.61,4
P4,TERRA,Opi. ogl,32.0,8.3,5.0,4
P4,TERRA,Opi. ogl,33.0,7.5,3.18,4
P4,TERRA,Opi. ogl,34.0,7.5,3.4,4
P4,TERRA,Opi. ogl,35.0,7.5,3.73,4
P4,TERRA,Opi. ogl,36.0,8.0,4.86,4
P4,TERRA,Opi. ogl,37.0,7.1,2.75,4
P4,TERRA,Opi. ogl,38.0,8.5,5.24,4
P4,TERRA,Opi. ogl,39.0,7.4,3.25,4
P4,TERRA,Opi. ogl,40.0,8.5,4.89,4
P4,TERRA,Opi. ogl,41.0,8.6,5.54,4
P4,TERRA,Opi. ogl,42.0,8.4,4.68,4
P4,TERRA,Opi. ogl,43.0,8.3,4.89,4
P4,TERRA,Opi. ogl,44.0,7.6,3.92,4
P4,TERRA,Opi. ogl,45.0,8.9,5.38,4
P4,TERRA,Opi. ogl,46.0,8.0,3.85,4
P4,TERRA,Opi. ogl,47.0,7.7,4.2,4
P4,TERRA,Opi. ogl,48.0,8.2,4.55,4
P4,TERRA,Opi. ogl,49.0,8.0,4.31,4
P4,TERRA,Opi. ogl,50.0,8.9,5.81,4
P4,TERRA,Opi. ogl,51.0,8.0,3.85,4
P4,TERRA,Opi. ogl,52.0,8.0,4.46,4
P4,TERRA,Opi. ogl,53.0,7.5,3.57,4
P4,TERRA,Opi. ogl,54.0,8.5,4.66,4
P4,TERRA,Opi. ogl,55.0,8.7,5.54,4
P4,TERRA,Opi. ogl,56.0,7.5,3.26,4
P4,TERRA,Opi. ogl,57.0,9.1,5.62,4
P4,TERRA,Opi. ogl,58.0,8.8,4.65,4
P4,TERRA,Opi. ogl,59.0,9.6,6.92,4
P4,TERRA,Opi. ogl,60.0,7.6,3.33,4
P4,TERRA,Opi. ogl,61.0,7.5,3.64,4
P4,TERRA,Opi. ogl,62.0,7.7,3.81,4
P4,TERRA,Opi. ogl,63.0,8.8,5.82,4
P4,TERRA,Opi. ogl,64.0,8.6,4.77,4
P4,TERRA,Opi. ogl,65.0,7.0,2.92,4
P4,TERRA,Opi. ogl,66.0,8.3,4.42,4
P4,TERRA,Opi. ogl,67.0,8.2,4.27,4
P4,TERRA,Opi. ogl,68.0,9.1,6.45,4
P4,TERRA,Opi. ogl,69.0,8.8,4.99,4
P4,TERRA,Opi. ogl,70.0,8.6,5.12,4
P4,TERRA,Opi. ogl,71.0,8.9,5.75,4
P4,TERRA,Opi. ogl,72.0,7.6,3.56,4
P4,TERRA,Opi. ogl,73.0,8.3,7.42,4
P4,TERRA,Opi. ogl,74.0,8.1,4.27,4
P4,TERRA,Opi. ogl,75.0,10.1,11.63,4
P4,TERRA,Opi. ogl,76.0,8.0,4.59,4
P4,TERRA,Opi. ogl,77.0,8.5,5.31,4
P4,TERRA,Opi. ogl,78.0,8.1,4.4,4
P4,TERRA,Opi. ogl,79.0,8.1,4.42,4
P4,TERRA,Opi. ogl,80.0,8.9,4.27,4
P4,TERRA,Opi. ogl,81.0,8.5,5.41,4
P4,TERRA,Opi. ogl,82.0,8.1,4.51,4
P4,TERRA,Opi. ogl,83.0,8.4,5.12,4
P4,TERRA,Opi. ogl,84.0,8.0,4.22,4
P4,TERRA,Opi. ogl,85.0,7.9,3.71,4
P4,TERRA,Opi. ogl,86.0,9.2,6.8,4
P4,TERRA,Opi. ogl,87.0,7.6,3.69,4
P4,TERRA,Opi. ogl,88.0,9.0,6.53,4
P4,TERRA,Opi. ogl,89.0,7.4,3.3,4
P4,TERRA,Opi. ogl,90.0,8.7,5.46,4
P4,TERRA,Opi. ogl,91.0,8.5,4.63,4
P4,TERRA,Opi. ogl,92.0,9.5,7.52,4
P4,TERRA,Opi. ogl,93.0,8.0,4.26,4
P4,TERRA,Opi. ogl,94.0,6.5,2.27,4
P4,TERRA,Opi. ogl,95.0,8.6,5.22,4
P4,TERRA,Opi. ogl,96.0,7.9,3.8,4
P4,TERRA,Opi. ogl,97.0,8.5,4.73,4
P4,TERRA,Opi. ogl,98.0,9.1,6.04,4
P4,TERRA,Opi. ogl,99.0,7.6,4.3,4
P4,TERRA,Opi. ogl,100.0,8.0,4.13,4
P4,TERRA,Opi. ogl,101.0,6.1,2.98,4
P4,TERRA,Pel. har,1.0,13.0,22.35,4
P4,TERRA,Pel. har,2.0,13.6,23.32,4
P4,TERRA,Pel. har,3.0,13.3,22.33,4
P4,TERRA,Pel. har,17.0,13.6,20.35,4
P4,TERRA,Pel. har,18.0,14.0,24.38,4
P4,TERRA,Pel. har,19.0,13.5,22.26,4
P4,TERRA,Pel. har,20.0,13.0,20.99,4
P4,TERRA,Pel. har,21.0,12.2,19.12,4
P4,TERRA,Pel. har,22.0,13.6,21.68,4
P4,TERRA,Pel. har,23.0,12.2,17.25,4
P4,TERRA,Pel. har,24.0,12.3,20.1,4
P4,TERRA,Pel. har,25.0,12.9,20.97,4
P4,TERRA,Pel. har,26.0,13.3,21.79,4
P4,TERRA,Pel. har,27.0,12.0,17.03,4
P4,TERRA,Pel. har,28.0,13.0,21.08,4
P4,TERRA,Pel. har,29.0,14.0,23.15,4
P4,TERRA,Pel. har,30.0,13.0,19.17,4
P4,TERRA,Pel. har,31.0,13.0,20.23,4
P4,TERRA,Pel. har,32.0,14.0,25.74,4
P4,TERRA,Pel. har,33.0,14.0,27.18,4
P4,TERRA,Pel. har,34.0,13.2,21.73,4
P4,TERRA,Pel. har,35.0,12.6,17.8,4
P4,TERRA,Pel. har,36.0,14.0,25.19,4
P4,TERRA,Pel. har,37.0,14.0,24.81,4
P4,TERRA,Pel. har,38.0,13.06,27.24,4
P4,TERRA,Pel. har,39.0,13.0,22.57,4
P4,TERRA,Pel. har,40.0,13.7,23.89,4
P4,TERRA,Pel. har,41.0,13.0,19.76,4
P4,TERRA,Pel. har,42.0,12.6,18.53,4
P4,TERRA,Pel. har,43.0,8.0,4.83,4
P4,TERRA,Pel. har,44.0,12.0,16.22,4
P4,TERRA,Pel. har,45.0,12.2,18.36,4
P4,TERRA,Pel. har,46.0,14.4,25.13,4
P4,TERRA,Pel. har,47.0,13.3,20.75,4
P4,TERRA,Pel. har,48.0,13.6,21.45,4
P4,TERRA,Pel. har,49.0,13.0,21.45,4
P4,TERRA,Pel. har,50.0,13.5,24.42,4
P4,TERRA,Pel. har,51.0,17.7,19.4,4
P4,TERRA,Pel. har,52.0,13.0,20.39,4
P4,TERRA,Pel. har,53.0,12.5,18.32,4
P4,TERRA,Pel. har,54.0,16.3,54.54,4
P4,TERRA,Pel. har,55.0,6.7,3.89,4
P4,TERRA,Pel. har,56.0,10.0,17.51,4
P4,TERRA,Pel. har,57.0,7.0,4.31,4
P4,TERRA,Pel. har,58.0,10.1,13.89,4
P4,TERRA,Pel. har,59.0,7.3,5.3,4
P4,TERRA,Pel. har,60.0,9.1,9.82,4
P4,TERRA,Pel. har,61.0,7.5,5.32,4
P4,TERRA,Pel. har,62.0,7.5,5.32,4
P4,TERRA,Pel. har,63.0,7.5,5.4,4
P4,TERRA,Pel. har,64.0,9.9,11.44,4
P4,TERRA,Pel. har,65.0,8.4,9.33,4
P4,TERRA,Pel. har,66.0,13.0,22.35,4
P4,TERRA,Pel. har,67.0,13.6,23.03,4
P4,TERRA,Pel. har,68.0,13.3,22.33,4
P4,TERRA,Pel. har,69.0,13.7,21.98,4
P4,TERRA,Pel. har,70.0,13.6,23.62,4
P4,TERRA,Pel. har,71.0,13.7,20.5,4
P4,TERRA,Pel. har,72.0,13.6,21.05,4
P4,TERRA,Pel. har,73.0,12.1,15.49,4
P4,TERRA,Pel. har,74.0,14.0,24.93,4
P4,TERRA,Pel. har,75.0,14.4,23.96,4
P4,TERRA,Pel. har,76.0,12.8,18.32,4
P4,TERRA,Pel. har,77.0,13.01,18.69,4
P4,TERRA,Pel. har,78.0,13.3,22.27,4
P4,TERRA,Pel. har,79.0,13.05,20.1,4
P4,TERRA,Pel. har,80.0,13.05,20.34,4
P4,TERRA,Pel. har,81.0,12.0,21.69,4
P4,TERRA,Pel. har,82.0,12.7,18.67,4
P4,TERRA,Pel. har,83.0,13.3,24.59,4
P4,TERRA,Pel. har,84.0,13.4,22.91,4
P4,TERRA,Pel. har,85.0,13.4,19.6,4
P4,TERRA,Pel. har,86.0,14.0,22.84,4
P4,TERRA,Pel. har,87.0,13.0,8.91,4
P4,TERRA,Pel. har,88.0,7.05,3.4,4
P4,TERRA,Pel. har,89.0,15.0,33.33,4
P4,TERRA,Pel. har,90.0,11.05,12.12,4
P4,TERRA,Pel. har,91.0,15.0,11.07,4
P4,TERRA,Pel. har,92.0,14.9,24.36,4
P4,TERRA,Pel. har,93.0,13.4,22.18,4
P4,TERRA,Pel. har,94.0,13.9,21.68,4
P4,TERRA,Pel. har,95.0,14.5,26.52,4
P4,TERRA,Pel. har,96.0,12.3,17.33,4
P4,TERRA,Pel. har,97.0,14.1,24.71,4
P4,TERRA,Pel. har,98.0,13.4,22.21,4
P4,TERRA,Pel. har,99.0,12.4,19.47,4
P4,TERRA,Pel. har,100.0,13.5,21.97,4
P4,TERRA,Pel. har,101.0,13.1,21.2,4
P4,TERRA,Pel. har,102.0,13.5,22.6,4
P4,TERRA,Pel. har,103.0,13.0,19.7,4
P4,TERRA,Pel. har,104.0,12.4,17.27,4
P4,TERRA,Pel. har,105.0,14.04,26.1,4
P4,TERRA,Pel. har,106.0,12.08,21.07,4
P4,TERRA,Pel. har,107.0,14.0,23.64,4
P4,TERRA,Pel. har,108.0,13.0,20.97,4
P4,TERRA,Pel. har,109.0,12.09,21.02,4
P4,TERRA,Pel. har,110.0,13.0,18.98,4
P4,TERRA,Pel. har,111.0,13.09,23.17,4
P4,TERRA,Pel. har,112.0,13.01,20.42,4
P4,TERRA,Pel. har,113.0,12.0,14.79,4
P4,TERRA,Pel. har,114.0,13.0,18.79,4
P4,TERRA,Pel. har,115.0,14.01,19.51,4
P4,TERRA,Pel. har,116.0,12.05,18.51,4
P4,TERRA,Pel. har,117.0,12.01,15.21,4
P4,TERRA,Pel. har,118.0,14.06,25.15,4
P4,TERRA,Pel. har,119.0,13.0,20.3,4
P4,TERRA,Pel. har,120.0,13.05,21.3,4
P4,TERRA,Pel. har,121.0,12.06,26.19,4
P4,TERRA,Pel. har,122.0,13.0,21.09,4
P4,TERRA,Pel. har,123.0,13.04,19.45,4
P4,TERRA,Pel. har,124.0,13.0,19.62,4
P4,TERRA,Pel. har,125.0,13.6,21.15,4
P4,TERRA,Pel. har,126.0,12.5,18.89,4
P4,TERRA,Pel. har,127.0,13.8,21.73,4
P4,TERRA,Pel. har,128.0,13.3,20.21,4
P4,TERRA,Pel. har,129.0,13.7,24.27,4
P4,TERRA,Pel. har,130.0,14.6,27.1,4
P4,TERRA,Pel. har,131.0,14.05,28.25,4
P4,TERRA,Pel. har,132.0,13.02,21.74,4
P4,TERRA,Pel. har,133.0,13.06,19.46,4
P4,TERRA,Pel. har,134.0,14.01,24.54,4
P4,TERRA,Pel. har,135.0,13.02,18.74,4
P4,TERRA,Pel. har,136.0,13.05,24.39,4
P4,TERRA,Pel. har,137.0,13.03,20.06,4
P4,TERRA,Pel. har,138.0,14.06,27.1,4
P4,TERRA,Pel. har,139.0,14.05,28.25,4
P4,TERRA,Pel. har,140.0,13.02,21.74,4
P4,TERRA,Pel. har,141.0,13.06,19.46,4
P4,TERRA,Pel. har,142.0,14.01,24.54,4
P4,TERRA,Pel. har,143.0,13.02,18.74,4
P4,TERRA,Pel. har,144.0,13.05,24.39,4
P4,TERRA,Pel. har,145.0,13.03,20.06,4
P4,TERRA,Pel. har,146.0,14.05,23.3,4
P4,TERRA,Pel. har,147.0,13.03,20.7,4
P4,TERRA,Pel. har,148.0,14.0,22.16,4
P4,TERRA,Pel. har,149.0,13.02,20.01,4
P4,TERRA,Pel. har,150.0,14.17,27.58,4
P4,TERRA,Pel. har,151.0,13.04,18.53,4
P4,TERRA,Pel. har,152.0,13.05,22.16,4
P4,TERRA,Pel. har,153.0,13.0,18.43,4
P4,TERRA,Pel. har,154.0,13.0,18.43,4
P4,TERRA,Pel. har,155.0,13.0,18.91,4
P4,TERRA,Pel. har,156.0,13.05,20.98,4
P4,TERRA,Pel. har,157.0,12.09,18.23,4
P4,TERRA,Pel. har,158.0,12.0,14.56,4
P4,TERRA,Pel. har,159.0,13.5,21.76,4
P4,TERRA,Pel. har,160.0,13.8,24.93,4
P4,TERRA,Pel. har,161.0,13.6,24.52,4
P4,TERRA,Pel. har,162.0,12.2,20.52,4
P4,TERRA,Pel. har,163.0,13.5,26.01,4
P4,TERRA,Pel. har,164.0,12.0,15.74,4
P4,TERRA,Pel. har,165.0,13.3,22.6,4
P4,TERRA,Pel. har,166.0,13.3,22.56,4
P4,TERRA,Pel. har,167.0,13.5,23.43,4
P4,TERRA,Pel. har,168.0,12.7,20.61,4
P4,TERRA,Pel. har,169.0,13.2,22.97,4
P4,TERRA,Pel. har,170.0,12.5,19.07,4
P4,TERRA,Pel. har,171.0,13.0,21.01,4
P4,TERRA,Pel. har,172.0,12.7,20.69,4
P4,TERRA,Pel. har,173.0,13.1,23.08,4
P4,TERRA,Pel. har,174.0,13.2,21.83,4
P4,TERRA,Pel. har,175.0,14.0,23.58,4
P4,TERRA,Pel. har,176.0,13.3,23.03,4
P4,TERRA,Pel. har,177.0,13.0,20.0,4
P4,TERRA,Pel. har,178.0,14.2,24.6,4
P4,TERRA,Pel. har,179.0,12.3,17.93,4
P4,TERRA,Pel. har,180.0,14.0,27.95,4
P4,TERRA,Pel. har,181.0,13.5,23.15,4
P4,TERRA,Pel. har,182.0,13.5,23.51,4
P4,TERRA,Pel. har,183.0,12.5,21.85,4
P4,TERRA,Pel. har,184.0,12.5,19.53,4
P4,TERRA,Pel. har,185.0,12.8,22.4,4
P4,TERRA,Hae. cor,1.0,16.3,54.54,4
P4,TERRA,Hae. cor,2.0,6.7,3.89,4
P4,TERRA,Hae. cor,3.0,10.0,17.51,4
P4,TERRA,Hae. cor,4.0,7.0,4.31,4
P4,TERRA,Hae. cor,5.0,10.1,13.89,4
P4,TERRA,Hae. cor,6.0,7.3,5.3,4
P4,TERRA,Hae. cor,7.0,9.1,9.82,4
P4,TERRA,Hae. cor,8.0,7.5,5.32,4
P4,TERRA,Hae. cor,9.0,7.5,5.32,4
P4,TERRA,Hae. cor,10.0,7.5,5.4,4
P4,TERRA,Hae. cor,11.0,9.9,11.44,4
P4,TERRA,Hae. cor,12.0,8.4,9.33,4
P4,TERRA,Hae. cor,13.0,10.03,12.86,4
P4,TERRA,Hae. cor,14.0,13.02,28.31,4
P4,TERRA,Hae. cor,15.0,8.3,8.22,4
P4,TERRA,Hae. cor,16.0,7.0,4.86,4
P4,TERRA,Hae. cor,17.0,10.5,14.61,4
P4,TERRA,Hae. cor,18.0,8.0,6.37,4
P4,TERRA,Hae. cor,19.0,6.5,3.82,4
P4,TERRA,Hae. cor,20.0,8.5,7.8,4
P4,TERRA,Sel. bro,1.0,13.5,34.61,4
P4,TERRA,Sel. bro,2.0,13.0,29.22,4
P4,TERRA,Sel. bro,3.0,13.0,23.41,4
P4,TERRA,Sel. bro,4.0,12.0,18.92,4
P4,TERRA,Sel. bro,5.0,12.0,23.54,4
P4,TERRA,Sel. bro,6.0,12.05,22.53,4
P4,TERRA,Sel. bro,7.0,12.09,31.81,4
P4,TERRA,Sel. bro,8.0,12.04,22.44,4
P4,TERRA,Sel. bro,9.0,10.08,16.27,4
P4,TERRA,Sel. bro,10.0,12.04,21.52,4
P4,TERRA,Sel. bro,11.0,34.05,119.04,4
P4,TERRA,Sel. bro,12.0,11.5,19.23,4
P4,TERRA,Sel. bro,13.0,11.6,19.82,4
P4,TERRA,Sel. bro,14.0,12.0,20.84,4
P4,TERRA,Sel. bro,15.0,11.3,18.62,4
P4,TERRA,Sel. bro,16.0,7.7,5.59,4
P4,TERRA,Sel. bro,17.0,11.0,17.71,4
P4,TERRA,Sel. bro,18.0,11.8,23.37,4
P4,TERRA,Sel. bro,19.0,11.6,17.38,4
P4,TERRA,Sel. bro,20.0,7.0,5.11,4
P4,TERRA,Sel. bro,21.0,10.7,14.38,4
P4,TERRA,Sel. bro,22.0,5.5,2.57,4
P4,TERRA,Con. nob,1.0,12.5,26.21,4
P4,TERRA,Con. nob,2.0,13.07,41.43,4
P4,TERRA,Con. nob,3.0,11.09,25.01,4
P4,TERRA,Con. nob,4.0,12.05,25.82,4
P4,TERRA,Con. nob,5.0,11.0,17.26,4
P4,TERRA,Chl. chr,1.0,10.0,7.42,4
P4,TERRA,Chl. chr,2.0,10.5,10.72,4
P4,TERRA,Chl. chr,3.0,9.6,8.39,4
P4,TERRA,Chl. chr,4.0,12.3,16.46,4
P4,TERRA,Chl. chr,5.0,9.9,7.28,4
P4,TERRA,Chl. chr,6.0,9.0,6.11,4
P4,TERRA,Chl. chr,7.0,12.0,15.47,4
P4,TERRA,Chl. chr,8.0,11.0,15.47,4
P4,TERRA,Chl. chr,9.0,11.0,15.45,4
P4,TERRA,Chl. chr,10.0,10.0,8.27,4
P4,TERRA,Chl. chr,11.0,10.1,8.27,4
P4,TERRA,Chl. chr,12.0,10.01,8.5,4
P4,TERRA,Chl. chr,13.0,7.07,6.33,4
P4,TERRA,Chl. chr,14.0,11.03,10.36,4
P4,TERRA,Chl. chr,15.0,11.07,11.66,4
P4,TERRA,Chl. chr,16.0,10.07,8.12,4
P4,TERRA,Chl. chr,17.0,10.01,7.21,4
P4,TERRA,Chl. chr,18.0,12.06,16.54,4
P4,TERRA,Chl. chr,19.0,12.08,18.38,4
P4,TERRA,Chl. chr,20.0,10.0,7.48,4
P4,TERRA,Chl. chr,21.0,10.5,10.62,4
P4,TERRA,Chl. chr,22.0,13.0,20.46,4
P4,TERRA,Chl. chr,23.0,10.6,10.18,4
P4,TERRA,Chl. chr,24.0,9.8,8.32,4
P4,TERRA,Chl. chr,25.0,10.1,9.28,4
P4,TERRA,Chl. chr,26.0,9.9,8.72,4
P4,TERRA,Chl. chr,27.0,12.0,14.87,4
P4,TERRA,Chl. chr,28.0,12.1,15.64,4
P4,TERRA,Sel. vom,1.0,13.5,33.93,4
P4,TERRA,Sco. bra,1.0,24.07,75.93,4
P4,TERRA,Sco. bra,2.0,30.5,178.3,4
P4,TERRA,Sco. bra,3.0,24.06,70.24,4
P4,TERRA,Sco. bra,4.0,30.0,171.93,4
P4,TERRA,Sph. gua,1.0,40.5,301.92,4
P4,TERRA,Sph. gua,2.0,37.3,253.0,4
P4,TERRA,Sph. gua,3.0,29.01,125.77,4
P4,TERRA,Sph. gua,4.0,28.03,113.11,4
P4,TERRA,Hae. aur,1.0,19.02,19.24,4
P4,TERRA,Hae. aur,2.0,9.0,11.16,4
P4,TERRA,Pol. vir,1.0,11.07,14.03,4
P4,TERRA,Pol. vir,2.0,12.0,12.97,4
P4,TERRA,Pol. vir,3.0,12.7,13.26,4
P4,TERRA,Pol. vir,4.0,13.2,21.02,4
P4,TERRA,Cat. spi,1.0,21.0,93.25,4
P4,TERRA,Cat. spi,2.0,19.3,68.68,4
P4,TERRA,Cat. spi,3.0,19.5,64.95,4
P4,TERRA,Cat. spi,4.0,15.05,37.0,4
P4,TERRA,Cat. spi,5.0,19.05,77.91,4
P4,TERRA,Cat. spi,6.0,13.06,20.96,4
P4,TERRA,Cat. spi,7.0,16.09,46.93,4
P4,TERRA,Cat. spi,8.0,20.09,80.86,4
P4,TERRA,Cat. spi,9.0,11.02,10.51,4
P4,TERRA,Cat. spi,10.0,15.0,34.53,4
P4,TERRA,Cat. spi,11.0,17.9,58.97,4
P4,TERRA,Cat. spi,12.0,13.0,20.34,4
P4,TERRA,Cat. spi,13.0,13.0,18.84,4
P4,TERRA,Asp. lun,1.0,11.05,10.3,4
P4,TERRA,Asp. lun,2.0,18.05,45.07,4
P4,TERRA,Bag. mar,1.0,18.05,54.05,4
P4,TERRA,Bag. mar,2.0,19.06,53.45,4
P4,TERRA,Bag. mar,3.0,16.05,35.34,4
P4,TERRA,Bag. mar,4.0,16.08,40.19,4
P4,TERRA,Bag. mar,5.0,19.0,50.71,4
P4,TERRA,Bag. mar,6.0,17.0,41.63,4
P4,TERRA,Bag. mar,7.0,14.05,20.94,4
P4,TERRA,Bag. mar,8.0,21.01,22.74,4
P4,TERRA,Bag. mar,9.0,10.5,16.6,4
P4,TERRA,Bag. mar,10.0,17.02,33.59,4
P4,TERRA,Bag. mar,11.0,19.0,49.12,4
P4,TERRA,Bag. mar,12.0,17.01,32.4,4
P4,TERRA,Bag. mar,13.0,13.03,13.83,4
P4,TERRA,Bag. mar,14.0,12.04,7.06,4
