ARRASTO,LOCAL,ESPECIE,N° DE INDIVIDUOS,CT (cm),PESO (g),PONTO
P1,TERRA,Pelona Haw,1.0,"13,2","21,56",1
P1,TERRA,Pelona Haw,2.0,"13,0","19,66",1
P1,TERRA,Pelona Haw,3.0,"13,3","21,82",1
P1,TERRA,Pelona Haw,4.0,"12,8","19,63",1
P1,TERRA,Pelona Haw,5.0,"12,5","17,97",1
P1,TERRA,Pelona Haw,6.0,"13,0","18,96",1
P1,TERRA,Pelona Haw,7.0,"13,2","20,36",1
P1,TERRA,Pelona Haw,8.0,"13,5","22,11",1
P1,TERRA,Pelona Haw,9.0,"13,0","18,82",1
P1,TERRA,Pelona Haw,10.0,"12,8","18,21",1
P1,TERRA,Pelona Haw,11.0,"13,5","22,43",1
P1,TERRA,Pelona Haw,12.0,"12,4","16,69",1
P1,TERRA,Pelona Haw,13.0,"13,5","21,00",1
P1,TERRA,Pelona Haw,14.0,"13,5","22,55",1
P1,TERRA,Pelona Haw,15.0,"13,1","20,27",1
P1,TERRA,Pelona Haw,16.0,"12,0","15,42",1
P1,TERRA,Pelona Haw,17.0,"11,9","15,75",1
P1,TERRA,Pelona Haw,18.0,"12,7","19,34",1
P1,TERRA,Pelona Haw,19.0,"13,1","24,06",1
P1,TERRA,Pelona Haw,20.0,"13,0","20,52",1
P1,TERRA,Pelona Haw,21.0,"14,4","27,28",1
P1,TERRA,Pelona Haw,22.0,"13,0","24,12",1
P1,TERRA,Pelona Haw,23.0,"12,5","20,03",1
P1,TERRA,Pelona Haw,24.0,"14,0","24,45",1
P1,TERRA,Pelona Haw,25.0,"12,0","18,68",1
P1,TERRA,Pelona Haw,26.0,"11,3","13,89",1
P1,TERRA,Pelona Haw,27.0,"13,0","22,85",1
P1,TERRA,Pelona Haw,28.0,"12,3","18,18",1
P1,TERRA,Pelona Haw,29.0,"12,5","19,70",1
P1,TERRA,Pelona Haw,30.0,"12,3","18,83",1
P1,TERRA,Pelona Haw,31.0,"12,7","22,35",1
P1,TERRA,Pelona Haw,32.0,13,"20,59",1
P1,TERRA,Pelona Haw,33.0,"12,7","21,66",1
P1,TERRA,Pelona Haw,34.0,"12,8","20,34",1
P1,TERRA,Pelona Haw,35.0,"13,7","29,25",1
P1,TERRA,Pelona Haw,36.0,"12,3","19,85",1
P1,TERRA,Pelona Haw,37.0,"11,5","16,96",1
P1,TERRA,Pelona Haw,38.0,"13,2","24,01",1
P1,TERRA,Pelona Haw,39.0,"12,4","19,64",1
P1,TERRA,Pelona Haw,40.0,"12,3","18,45",1
P1,TERRA,Pelona Haw,41.0,"12,7","25,13",1
P1,TERRA,Pelona Haw,42.0,"13,3","21,41",1
P1,TERRA,Pelona Haw,43.0,"13,3","22,75",1
P1,TERRA,Pelona Haw,44.0,"11,9","19,30",1
P1,TERRA,Pelona Haw,45.0,"12,9","19,90",1
P1,TERRA,Pelona Haw,46.0,"11,5","15,46",1
P1,TERRA,Pelona Haw,47.0,"13,4","19,97",1
P1,TERRA,Pelona Haw,48.0,"10,9","15,81",1
P1,TERRA,Pelona Haw,49.0,"12,0","17,88",1
P1,TERRA,Pelona Haw,50.0,"12,5","24,95",1
P1,TERRA,Pelona Haw,51.0,"13,0","21,4",1
P1,TERRA,Pelona Haw,52.0,"13,4","23,66",1
P1,TERRA,Pelona Haw,53.0,"12,3","18,84",1
P1,TERRA,Pelona Haw,54.0,"11,8","18,35",1
P1,TERRA,Pelona Haw,55.0,"13,3","22,47",1
P1,TERRA,Pelona Haw,56.0,"11,8","18,68",1
P1,TERRA,Pelona Haw,57.0,"12,3","19,62",1
P1,TERRA,Pelona Haw,58.0,"12,2","19,75",1
P1,TERRA,Pelona Haw,59.0,"12,0","20,28",1
P1,TERRA,Pelona Haw,60.0,"11,5","18,46",1
P1,TERRA,Pelona Haw,61.0,"13,3","24,40",1
P1,TERRA,Pelona Haw,62.0,"12,7","21,05",1
P1,TERRA,Pelona Haw,63.0,"12,0","18,68",1
P1,TERRA,Pelona Haw,64.0,"11,0","16,25",1
P1,TERRA,Pelona Haw,65.0,"12,0","18,64",1
P1,TERRA,Pelona Haw,66.0,"11,3","16,76",1
P1,TERRA,Pelona Haw,67.0,"12,5","20,07",1
P1,TERRA,Pelona Haw,68.0,"11,7","20,03",1
P1,TERRA,Pelona Haw,69.0,"13,3","25,87",1
P1,TERRA,Pelona Haw,70.0,"12,2","19,08",1
P1,TERRA,Pelona Haw,71.0,"11,9","16,42",1
P1,TERRA,Pelona Haw,72.0,"12,4","18,98",1
P1,TERRA,Pelona Haw,73.0,"13,5","21,19",1
P1,TERRA,Pelona Haw,74.0,"13,3","23,57",1
P1,TERRA,Pelona Haw,75.0,"12,4","20,2",1
P1,TERRA,Pelona Haw,76.0,"13,5","24,08",1
P1,TERRA,Pelona Haw,77.0,"12,4","20,18",1
P1,TERRA,Pelona Haw,78.0,"11,3","17,53",1
P1,TERRA,Pelona Haw,79.0,"11,7","16,15",1
P1,TERRA,Pelona Haw,80.0,"12,8","20,05",1
P1,TERRA,Pelona Haw,81.0,"11,9","16,64",1
P1,TERRA,Pelona Haw,82.0,"12,3","16,97",1
P1,TERRA,Pelona Haw,83.0,"12,5","21,23",1
P1,TERRA,Pelona Haw,84.0,"11,7","19,45",1
P1,TERRA,Pelona Haw,85.0,"12,1","21,35",1
P1,TERRA,Pelona Haw,86.0,"14,5","28,63",1
P1,TERRA,Pelona Haw,87.0,"12,3","21,33",1
P1,TERRA,Pelona Haw,88.0,"11,3","16,85",1
P1,TERRA,Pelona Haw,89.0,"12,0","20,49",1
P1,TERRA,Pelona Haw,90.0,"13,5","18,23",1
P1,TERRA,Pelona Haw,91.0,"12,4","17,25",1
P1,TERRA,Pelona Haw,92.0,"12,6","22,01",1
P1,TERRA,Pelona Haw,93.0,"12,3","21,17",1
P1,TERRA,Pelona Haw,94.0,"13,5","23,52",1
P1,TERRA,Pelona Haw,95.0,"12,8","21,06",1
P1,TERRA,Pelona Haw,96.0,"12,9","21,50",1
P1,TERRA,Pelona Haw,97.0,"12,0","17,64",1
P1,TERRA,Pelona Haw,98.0,"12,2","18,46",1
P1,TERRA,Pelona Haw,99.0,"12,4","17,31",1
P1,TERRA,Pelona Haw,100.0,"7,9","5,03",1
P1,TERRA,Pelona Haw,101.0,"13,8","27,80",1
P1,TERRA,Pelona Haw,102.0,"14,1","24,25",1
P1,TERRA,Pelona Haw,103.0,"13,0","22,63",1
P1,TERRA,Pelona Haw,104.0,"12,9","20,51",1
P1,TERRA,Pelona Haw,105.0,"12,3","18,38",1
P1,TERRA,Pelona Haw,106.0,"11,8","17,56",1
P1,TERRA,Pelona Haw,107.0,"13,4","22,29",1
P1,TERRA,Pelona Haw,108.0,"13,2","21,50",1
P1,TERRA,Pelona Haw,109.0,"13,0","18,47",1
P1,TERRA,Pelona Haw,110.0,"11,8","15,55",1
P1,TERRA,Pelona Haw,110.0,"12,4","18,62",1
P1,TERRA,Pelona Haw,112.0,"11,7","18,14",1
P1,TERRA,Pelona Haw,113.0,"14,3","26,58",1
P1,TERRA,Pelona Haw,114.0,"13,3","22,10",1
P1,TERRA,Pelona Haw,115.0,"12,8","19,99",1
P1,TERRA,Pelona Haw,116.0,"13,3","18,73",1
P1,TERRA,Pelona Haw,117.0,"13,4","20,84",1
P1,TERRA,Pelona Haw,118.0,"13,5","23,75",1
P1,TERRA,Pelona Haw,119.0,"13,3","20,40",1
P1,TERRA,Pelona Haw,120.0,"13,4","21,76",1
P1,TERRA,Pelona Haw,121.0,"13,5","22,88",1
P1,TERRA,Pelona Haw,122.0,"13,0","17,57",1
P1,TERRA,Pelona Haw,123.0,"12,1","17,91",1
P1,TERRA,Pelona Haw,124.0,"13,3","22,37",1
P1,TERRA,Pelona Haw,125.0,"12,8","18,46",1
P1,TERRA,Pelona Haw,126.0,"13,2","20,51",1
P1,TERRA,Pelona Haw,127.0,"12,9","22,27",1
P1,TERRA,Opi Ogl,1.0,"8,3","3,33",1
P1,TERRA,Opi Ogl,2.0,"8,4","3,53",1
P1,TERRA,Opi Ogl,3.0,"8,2","3,27",1
P1,TERRA,Opi Ogl,4.0,"7,8","3,35",1
P1,TERRA,Opi Ogl,5.0,"7,7","3,37",1
P1,TERRA,Opi Ogl,6.0,"8,3","3,86",1
P1,TERRA,Opi Ogl,7.0,"13,5","18,56",1
P1,TERRA,Opi Ogl,8.0,"9,2","5,58",1
P1,TERRA,Opi Ogl,9.0,"11,0","13,51",1
P1,TERRA,Opi Ogl,10.0,"10,0","7,98",1
P1,TERRA,Opi Ogl,11.0,"7,9","13,13",1
P1,TERRA,Opi Ogl,12.0,"10,5","10,16",1
P1,TERRA,Opi Ogl,13.0,"8,4","4,70",1
P1,TERRA,Opi Ogl,14.0,"7,8","3,09",1
P1,TERRA,Opi Ogl,15.0,"9,2","5,38",1
P1,TERRA,Opi Ogl,16.0,"10,4","9,02",1
P1,TERRA,Opi Ogl,17.0,"9,9","7,04",1
P1,TERRA,Opi Ogl,18.0,"8,8","4,56",1
P1,TERRA,Opi Ogl,19.0,"8,4","3,83",1
P1,TERRA,Opi Ogl,20.0,"5,8","4,50",1
P1,TERRA,Opi Ogl,21.0,"9,3","5,98",1
P1,TERRA,Opi Ogl,22.0,"8,7","4,77",1
P1,TERRA,Opi Ogl,23.0,"9,2","4,87",1
P1,TERRA,Opi Ogl,24.0,"10,3","8,35",1
P1,TERRA,Opi Ogl,25.0,"8,8","4,41",1
P1,TERRA,Opi Ogl,26.0,"8,1","3,79",1
P1,TERRA,Opi Ogl,27.0,27,"4,18",1
P1,TERRA,Opi Ogl,28.0,8,"3,06",1
P1,TERRA,Opi Ogl,29.0,"8,8","4,14",1
P1,TERRA,Opi Ogl,30.0,"8,3","3,61",1
P1,TERRA,Opi Ogl,31.0,"8,5","5,02",1
P1,TERRA,Opi Ogl,32.0,"9,3","5,36",1
P1,TERRA,Opi Ogl,33.0,"7,3","2,83",1
P1,TERRA,Opi Ogl,34.0,"10,2","8,49",1
P1,TERRA,Opi Ogl,35.0,"8,9","5,38",1
P1,TERRA,Opi Ogl,36.0,"8,0","3,75",1
P1,TERRA,Opi Ogl,37.0,"8,3",4,1
P1,TERRA,Opi Ogl,38.0,"8,0","3,37",1
P1,TERRA,Opi Ogl,39.0,"8,7","4,81",1
P1,TERRA,Opi Ogl,40.0,"10,0","6,96",1
P1,TERRA,Opi Ogl,41.0,"7,5","2,71",1
P1,TERRA,Opi Ogl,42.0,"8,0","3,57",1
P1,TERRA,Opi Ogl,43.0,"8,5","4,2",1
P1,TERRA,Opi Ogl,44.0,"7,90","2,83",1
P1,TERRA,Opi Ogl,45.0,"10,7","8,67",1
P1,TERRA,Opi Ogl,46.0,"9,5","5,32",1
P1,TERRA,Opi Ogl,47.0,"9,0","3,92",1
P1,TERRA,Opi Ogl,48.0,"8,5","4,46",1
P1,TERRA,Opi Ogl,49.0,"9,7","6,49",1
P1,TERRA,Opi Ogl,50.0,"9,8","6,18",1
P1,TERRA,Opi Ogl,51.0,"8,0","2,95",1
P1,TERRA,Opi Ogl,52.0,"9,5","5,38",1
P1,TERRA,Opi Ogl,53.0,"10,5","8,15",1
P1,TERRA,Opi Ogl,54.0,"8,3","4,04",1
P1,TERRA,Opi Ogl,55.0,"8,4","3,79",1
P1,TERRA,Opi Ogl,56.0,"9,5","6,92",1
P1,TERRA,Opi Ogl,57.0,"8,2","3,98",1
P1,TERRA,Opi Ogl,58.0,"9,4","5,57",1
P1,TERRA,Opi Ogl,59.0,"9,2","5,51",1
P1,TERRA,Opi Ogl,60.0,"8,0","3,36",1
P1,TERRA,Opi Ogl,61.0,"7,7","3,19",1
P1,TERRA,Opi Ogl,62.0,"11,4","10,79",1
P1,TERRA,Opi Ogl,63.0,"9,3","6,12",1
P1,TERRA,Opi Ogl,64.0,"9,1","5,68",1
P1,TERRA,Opi Ogl,65.0,"8,5","4,03",1
P1,TERRA,Opi Ogl,66.0,"8,1","3,51",1
P1,TERRA,Opi Ogl,67.0,"8,6","4,01",1
P1,TERRA,Opi Ogl,68.0,"9,9","6,63",1
P1,TERRA,Opi Ogl,69.0,"11,0","11,11",1
P1,TERRA,Opi Ogl,70.0,"13,2","14,42",1
P1,TERRA,Opi Ogl,71.0,"8,8","3,54",1
P1,TERRA,Opi Ogl,72.0,"8,4","3,76",1
P1,TERRA,Opi Ogl,73.0,"8,9","4,48",1
P1,TERRA,Opi Ogl,74.0,"9,9","6,73",1
P1,TERRA,Opi Ogl,75.0,"9,8","5,6",1
P1,TERRA,Opi Ogl,76.0,"8,1","3,42",1
P1,TERRA,Opi Ogl,77.0,"8,4","3,8",1
P1,TERRA,Opi Ogl,78.0,"7,7","3,08",1
P1,TERRA,Opi Ogl,79.0,"9,3","5,7",1
P1,TERRA,Opi Ogl,80.0,"10,5","9,39",1
P1,TERRA,Opi Ogl,81.0,"8,9","5,00",1
P1,TERRA,Opi Ogl,82.0,"8,5","3,91",1
P1,TERRA,Opi Ogl,83.0,"8,6","4,42",1
P1,TERRA,Opi Ogl,84.0,"7,8","2,98",1
P1,TERRA,Opi Ogl,85.0,"9,7","5,93",1
P1,TERRA,Opi Ogl,86.0,"7,7","2,77",1
P1,TERRA,Opi Ogl,87.0,"8,4","3,92",1
P1,TERRA,Opi Ogl,88.0,10,"5,95",1
P1,TERRA,Opi Ogl,89.0,"10,5","7,76",1
P1,TERRA,Opi Ogl,90.0,"8,5","4,18",1
P1,TERRA,Opi Ogl,91.0,"9,0","5,43",1
P1,TERRA,Opi Ogl,92.0,"10,0","5,43",1
P1,TERRA,Opi Ogl,93.0,"7,9","3,51",1
P1,TERRA,Opi Ogl,94.0,"11,0","6,92",1
P1,TERRA,Opi Ogl,95.0,"10,8","10,01",1
P1,TERRA,Opi Ogl,96.0,"11,2","9,44",1
P1,TERRA,Opi Ogl,97.0,"13,6","20,23",1
P1,TERRA,Opi Ogl,98.0,"10,8","10,09",1
P1,TERRA,Opi Ogl,99.0,"10,7","8,83",1
P1,TERRA,Opi Ogl,100.0,"8,2","3,36",1
P1,TERRA,Opi Ogl,101.0,"10,6","9,74",1
P1,TERRA,Opi Ogl,102.0,"7,8","2,81",1
P1,TERRA,Opi Ogl,103.0,"7,8","3,42",1
P1,TERRA,Opi Ogl,104.0,"8,4","3,57",1
P1,TERRA,Pte. ATH,1.0,"8,1","3,80",1
P1,TERRA,Pte. ATH,2.0,"7,3","1,88",1
P1,TERRA,Pte. ATH,3.0,"8,1","2,65",1
P1,TERRA,Pte. ATH,4.0,"7,4","1,91",1
P1,TERRA,Pte. ATH,5.0,"7,8","2,23",1
P1,TERRA,Pte. ATH,6.0,"9,5","4,67",1
P1,TERRA,Pte. ATH,7.0,"7,5","1,93",1
P1,TERRA,Pte. ATH,8.0,"8,3","2,90",1
P1,TERRA,Pte. ATH,9.0,"7,8","1,99",1
P1,TERRA,Pte. ATH,10.0,"8,3","2,93",1
P1,TERRA,Pte. ATH,11.0,"9,6","4,54",1
P1,TERRA,Pte. ATH,12.0,"8,3","3,3",1
P1,TERRA,Pte. ATH,13.0,"7,5","2,59",1
P1,TERRA,Pte. ATH,14.0,"6,8","2,04",1
P1,TERRA,Pte. ATH,15.0,"9,0","3,97",1
P1,TERRA,Pte. ATH,16.0,"7,4","2,44",1
P1,TERRA,Pte. ATH,17.0,"7,2","2,00",1
P1,TERRA,Pte. ATH,18.0,"6,5","1,31",1
P1,TERRA,Pte. ATH,19.0,"8,3","2,67",1
P1,TERRA,Pte. ATH,20.0,"7,4","2,29",1
P1,TERRA,Pte. ATH,21.0,"5,7","0,89",1
P1,TERRA,Pte. ATH,22.0,"6,8","1,29",1
P1,TERRA,Pte. ATH,23.0,"6,3","1,93",1
P1,TERRA,Pte. ATH,24.0,"6,2","2,73",1
P1,TERRA,Pte. ATH,25.0,"8,0","4,10",1
P1,TERRA,Pte. ATH,26.0,"6,7","2,78",1
P1,TERRA,Pte. ATH,27.0,"6,5","2,74",1
P1,TERRA,Pte. ATH,28.0,"6,7","2,58",1
P1,TERRA,Pte. ATH,29.0,"7,1","2,77",1
P1,TERRA,Pte. ATH,30.0,"8,6","3,42",1
P1,TERRA,Pte. ATH,31.0,"8,3","3,29",1
P1,TERRA,Pte. ATH,32.0,"7,5","2,56",1
P1,TERRA,Pte. ATH,33.0,"7,5","2,13",1
P1,TERRA,Pte. ATH,34.0,"6,3","1,00",1
P1,TERRA,Pte. ATH,35.0,"7,4","2,04",1
P1,TERRA,Pte. ATH,36.0,"7,8","2,70",1
P1,TERRA,Pte. ATH,37.0,"7,7","2,92",1
P1,TERRA,Pte. ATH,38.0,"9,8","5,85",1
P1,TERRA,Pte. ATH,39.0,"7,5","2,59",1
P1,TERRA,Pte. ATH,40.0,"5,8","2,06",1
P1,TERRA,Pte. ATH,41.0,"8,0","2,68",1
P1,TERRA,Pte. ATH,42.0,"8,0","2,83",1
P1,TERRA,Pte. ATH,43.0,10,"4,52",1
P1,TERRA,Pte. ATH,44.0,"7,8","2,79",1
P1,TERRA,Pte. ATH,45.0,"8,3","3,27",1
P1,TERRA,Pte. ATH,46.0,"9,0","3,39",1
P1,TERRA,Pte. ATH,47.0,"8,2","2,23",1
P1,TERRA,Pte. ATH,48.0,"8,3","2,80",1
P1,TERRA,Pte. ATH,49.0,"9,0","3,55",1
P1,TERRA,Pte. ATH,50.0,"7,2","4,50",1
P1,TERRA,Pte. ATH,51.0,"8,7","2,45",1
P1,TERRA,Pte. ATH,52.0,"7,9","2,43",1
P1,TERRA,Pte. ATH,54.0,"9,5","3,68",1
P1,TERRA,Pte. ATH,55.0,"6,4","1,48",1
P1,TERRA,Pte. ATH,56.0,"7,7","2,22",1
P1,TERRA,Pte. ATH,57.0,"7,6","2,20",1
P1,TERRA,Pte. ATH,58.0,"9,4","4,92",1
P1,TERRA,Pte. ATH,59.0,"7,3","2,18",1
P1,TERRA,Pte. ATH,60.0,"8,2","2,71",1
P1,TERRA,Pte. ATH,61.0,"9,4","4,71",1
P1,TERRA,Pte. ATH,62.0,"7,7","1,90",1
P1,TERRA,Pte. ATH,63.0,"8,0","2,79",1
P1,TERRA,Pte. ATH,64.0,"9,4","4,92",1
P1,TERRA,Pte. ATH,65.0,"7,3","2,18",1
P1,TERRA,Pte. ATH,66.0,"8,2","2,71",1
P1,TERRA,Pte. ATH,67.0,"10,0","4,71",1
P1,TERRA,Pte. ATH,68.0,"7,7","1,90",1
P1,TERRA,Pte. ATH,69.0,"8,0","2,79",1
P1,TERRA,Pte. ATH,70.0,"7,5","2,53",1
P1,TERRA,Pte. ATH,71.0,"7,2","2,36",1
P1,TERRA,Pte. ATH,72.0,"7,7","2,35",1
P1,TERRA,Pte. ATH,73.0,"7,2","2,13",1
P1,TERRA,Pte. ATH,74.0,"15,8","31,59",1
P1,TERRA,Pte. ATH,75.0,"13,0","14,51",1
P1,TERRA,Pte. ATH,76.0,"14,3","18,77",1
P1,TERRA,Pte. ATH,77.0,"13,5","15,12",1
P1,TERRA,Pte. ATH,78.0,"10,7","4,83",1
P1,TERRA,Pte. ATH,79.0,"8,9","3,12",1
P1,TERRA,Pte. ATH,80.0,"10,5","3,12",1
P1,TERRA,Pte. ATH,81.0,"8,0","1,56",1
P1,TERRA,Pte. ATH,82.0,"9,2","2,05",1
P1,TERRA,Pte. ATH,83.0,"8,6","2,85",1
P1,TERRA,Pte. ATH,84.0,"11,5","6,84",1
P1,TERRA,Pte. ATH,85.0,"9,4","3,18",1
P1,TERRA,Pte. ATH,86.0,"9,0","3,39",1
P1,TERRA,Pte. ATH,87.0,"8,0","2,09",1
P1,TERRA,Pte. ATH,88.0,"8,7","3,10",1
P1,TERRA,Pte. ATH,89.0,"7,4","2,60",1
P1,TERRA,Pte. ATH,90.0,"8,5","2,58",1
P1,TERRA,Pte. ATH,91.0,"9,5","4,08",1
P1,TERRA,Selena Brow,1.0,"3,5","0,77",1
P1,TERRA,Selena Brow,2.0,7,"4,62",1
P1,TERRA,Selena Brow,3.0,"10,4","15,87",1
P1,TERRA,Selena Brow,4.0,"9,9","14,55",1
P1,TERRA,Selena Brow,5.0,12,"24,49",1
P1,TERRA,Selena Brow,6.0,"10,7","16,42",1
P1,TERRA,Selena Brow,7.0,"8,8","9,87",1
P1,TERRA,Selena Brow,8.0,"7,3","9,91",1
P1,TERRA,Selena Brow,9.0,"10,7","19,82",1
P1,TERRA,Selena Brow,10.0,"10,5","16,0",1
P1,TERRA,Selena Brow,11.0,"10,5","17,11",1
P1,TERRA,Selena Brow,12.0,"13,2","34,87",1
P1,TERRA,Selena Brow,13.0,"10,7","13,77",1
P1,TERRA,Selena Brow,14.0,"11,3","18,54",1
P1,TERRA,Selena Brow,15.0,11,"10,07",1
P1,TERRA,Selena Brow,16.0,"10,8","10,81",1
P1,TERRA,Selena Brow,17.0,"10,7","17,12",1
P1,TERRA,Selena Brow,18.0,12,"15,85",1
P1,TERRA,Selena Brow,19.0,"11,5","20,61",1
P1,TERRA,Selena Brow,20.0,"10,5","16,73",1
P1,TERRA,Selena Brow,21.0,"13,5","25,58",1
P1,TERRA,Selena Brow,22.0,"10,2","12,72",1
P1,TERRA,Selena Brow,23.0,"12,7","27,68",1
P1,TERRA,Selena Brow,24.0,"10,9","15,75",1
P1,TERRA,Selena Brow,25.0,"9,5","9,02",1
P1,TERRA,Selena Brow,26.0,"11,8","19,93",1
P1,TERRA,Selena Brow,27.0,"12,8","24,75",1
P1,TERRA,Selena Brow,28.0,"6,5","2,83",1
P1,TERRA,Selena Brow,29.0,"11,2","13,29",1
P1,TERRA,Selena Brow,30.0,5,"1,42",1
P1,TERRA,Selena Brow,31.0,"14,5",43,1
P1,TERRA,Larimus Brev,1.0,"22,3","127,6",1
P1,TERRA,Larimus Brev,2.0,"16,8","49,14",1
P1,TERRA,Larimus Brev,3.0,"6,9","3,12",1
P1,TERRA,Larimus Brev,4.0,"7,8","5,78",1
P1,TERRA,Larimus Brev,5.0,"11,3","16,87",1
P1,TERRA,Larimus Brev,6.0,9,"5,55",1
P1,TERRA,Larimus Brev,7.0,"9,9","5,68",1
P1,TERRA,Larimus Brev,8.0,"9,5","7,38",1
P1,TERRA,Larimus Brev,9.0,8,"4,54",1
P1,TERRA,Larimus Brev,10.0,"8,3","5,93",1
P1,TERRA,Larimus Brev,11.0,"9,3","6,73",1
P1,TERRA,Larimus Brev,12.0,"9,2","5,72",1
P1,TERRA,Larimus Brev,13.0,"15,6","47,92",1
P1,TERRA,Larimus Brev,14.0,"9,6","10,07",1
P1,TERRA,Larimus Brev,15.0,8,"5,68",1
P1,TERRA,Cet. Ede,1.0,13,"17,89",1
P1,TERRA,Cet. Ede,2.0,"14,5","24,19",1
P1,TERRA,Cet. Ede,3.0,"16,2","34,95",1
P1,TERRA,Cet. Ede,4.0,"14,5","22,16",1
P1,TERRA,Cet. Ede,5.0,"16,5","37,95",1
P1,TERRA,Cet. Ede,6.0,"13,4","16,50",1
P1,TERRA,Cet. Ede,7.0,"16,5","36,25",1
P1,TERRA,Cet. Ede,8.0,"15,9","31,86",1
P1,TERRA,Cet. Ede,9.0,16,"23,76",1
P1,TERRA,Cet. Ede,10.0,"16,5","30,73",1
P1,TERRA,Cet. Ede,11.0,"13,6","14,84",1
P1,TERRA,Cet. Ede,12.0,"14,3","20,34",1
P1,TERRA,Cet. Ede,13.0,"13,8","16,44",1
P1,TERRA,Cet. Ede,14.0,"14,7","18,73",1
P1,TERRA,Cet. Ede,15.0,"9,3","5,14",1
P1,TERRA,Hae. Cor,1.0,"7,9","5,85",1
P1,TERRA,Hae. Cor,2.0,"7,8","4,98",1
P1,TERRA,Hae. Cor,3.0,"6,7","3,33",1
P1,TERRA,Hae. Cor,4.0,9,"10,94",1
P1,TERRA,Hae. Cor,5.0,"8,3","7,55",1
P1,TERRA,Hae. Cor,6.0,"8,3","6,81",1
P1,TERRA,Hae. Cor,7.0,"10,2","14,33",1
P1,TERRA,Hae. Cor,8.0,"10,2","17,43",1
P1,TERRA,Hae. Cor,9.0,"8,8","9,38",1
P1,TERRA,Hae. Cor,10.0,10,"13,77",1
P1,TERRA,Hae. Cor,11.0,"7,0","4,20",1
P1,TERRA,Hae. Cor,12.0,"9,6","9,72",1
P1,TERRA,Hae. Cor,13.0,"6,1","2,30",1
P1,TERRA,Hae. Cor,14.0,"6,9","1,80",1
P1,TERRA,Hae. Cor,15.0,"7,8","5,14",1
P1,TERRA,Hae. Cor,16.0,"8,5","6,46",1
P1,TERRA,Hae. Cor,17.0,"7,2","4,61",1
P1,TERRA,Hae. Cor,18.0,"7,7","5,91",1
P1,TERRA,Hae. Cor,19.0,"8,5","5,81",1
P1,TERRA,Hae. Cor,20.0,"11,5",17,1
P1,TERRA,Hae. Cor,21.0,9,"7,75",1
P1,TERRA,Hae. Cor,22.0,10,"12,01",1
P1,TERRA,Hae. Cor,23.0,"8,5","6,83",1
P1,TERRA,Hae. Cor,24.0,"7,7","4,91",1
P1,TERRA,Ste. Sp,1.0,"6,3","1,72",1
P1,TERRA,Ste. Sp,2.0,"9,8","6,58",1
P1,TERRA,Ste. Sp,3.0,"8,5","5,11",1
P1,TERRA,Ste. Sp,4.0,"6,4","2,56",1
P1,TERRA,Ste. Sp,5.0,"6,7","2,33",1
P1,TERRA,Ste. Sp,6.0,"4,6","0,57",1
P1,TERRA,Ste. Sp,7.0,"7,3","2,65",1
P1,TERRA,Ste. Sp,8.0,"7,1","3,13",1
P1,TERRA,Ste. Sp,9.0,"7,2","3,17",1
P1,TERRA,Ste. Sp,10.0,"7,0","2,51",1
P1,TERRA,Ste. Sp,11.0,"6,5","2,60",1
P1,TERRA,Ste. Sp,12.0,"7,0","3,11",1
P1,TERRA,Ste. Sp,13.0,"8,5","3,87",1
P1,TERRA,Ste. Sp,14.0,"6,7","2,55",1
P1,TERRA,Ste. Sp,15.0,"6,0","1,53",1
P1,TERRA,Ste. Sp,16.0,"6,2","1,39",1
P1,TERRA,Ste. Sp,17.0,"5,3","0,92",1
P1,TERRA,Ste. Sp,18.0,"5,2","0,87",1
P1,TERRA,Ste. Rastrifer,1.0,"7,4","4,19",1
P1,TERRA,Ste. Rastrifer,2.0,"6,8","2,09",1
P1,TERRA,Ste. Rastrifer,3.0,"7,0","3,09",1
P1,TERRA,Ste. Rastrifer,4.0,"8,9","6,21",1
P1,TERRA,Ste. Rastrifer,5.0,"7,3","2,97",1
P1,TERRA,Ste. Rastrifer,6.0,"8,8","6,26",1
P1,TERRA,Ste. Rastrifer,7.0,"9,4","8,92",1
P1,TERRA,Ste. Rastrifer,8.0,"7,8","4,25",1
P1,TERRA,Ste. Rastrifer,9.0,"7,5","3,59",1
P1,TERRA,Ste. Rastrifer,10.0,"6,2","2,09",1
P1,TERRA,Ste. Rastrifer,11.0,"9,5","7,2",1
P1,TERRA,Ste. Rastrifer,12.0,"8,8","6,70",1
P1,TERRA,Ste. Rastrifer,13.0,"8,5","4,41",1
P1,TERRA,Ste. Rastrifer,14.0,"7,5","3,63",1
P1,TERRA,Ste. Rastrifer,15.0,"6,2","2,81",1
P1,TERRA,Ste. Rastrifer,16.0,"5,4","1,34",1
P1,TERRA,Ste. Rastrifer,17.0,6,"1,44",1
P1,TERRA,Ste. Rastrifer,18.0,"6,1","1,89",1
P1,TERRA,Ste. Rastrifer,19.0,"5,9","1,68",1
P1,TERRA,Ste. Rastrifer,20.0,"9,0","4,96",1
P1,TERRA,Ste. Rastrifer,21.0,"7,5","2,41",1
P1,TERRA,Ste. Rastrifer,22.0,"7,0","1,69",1
P1,TERRA,Sph. Bar,1.0,"28,3","127,60",1
P1,TERRA,Sph. Bar,2.0,"30,9","147,91",1
P1,TERRA,Sph. Bar,3.0,"29,5","131,73",1
P1,TERRA,Sph. Bar,4.0,"31,4","160,48",1
